id,title,type,date,cve,cvss,base severity,cwe,epss,lien,description,editeur,produit,versions
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2024-43800,5,MEDIUM,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,serve-static serves static files. serve-static passes untrusted user input - even after sanitizing it - to redirect() may execute untrusted code. This issue is patched in serve-static 1.16.0.,expressjs,serve-static,"['< 1.16.0', '>= 2.0.0, < 2.1.0']"
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2022-1354,Non disponible,Non disponible,CWE-125 - Out-of-bounds Read.,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"A heap buffer overflow flaw was found in Libtiffs' tiffinfo.c in TIFFReadRawDataStriped() function. This flaw allows an attacker to pass a crafted TIFF file to the tiffinfo tool, triggering a heap buffer overflow issue and causing a crash that leads to a denial of service.",Non disponible,libtiff,['Not-Known']
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2025-25021,7.2,HIGH,CWE-94 Improper Control of Generation of Code ('Code Injection'),0.001,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,IBM QRadar Suite Software 1.10.12.0 through 1.11.2.0 and IBM Cloud Pak for Security 1.10.0.0 through 1.10.11.0 could allow a privileged execute code in case management script creation due to the improper generation of code.,IBM,Cloud Pak for Security,['1.10.0.0']
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2024-52304,Non disponible,Non disponible,CWE-444: Inconsistent Interpretation of HTTP Requests ('HTTP Request/Response Smuggling'),0.002,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"aiohttp is an asynchronous HTTP client/server framework for asyncio and Python. Prior to version 3.10.11, the Python parser parses newlines in chunk extensions incorrectly which can lead to request smuggling vulnerabilities under certain conditions. If a pure Python version of aiohttp is installed (i.e. without the usual C extensions) or `AIOHTTP_NO_EXTENSIONS` is enabled, then an attacker may be able to execute a request smuggling attack to bypass certain firewalls or proxy protections. Version 3.10.11 fixes the issue.",aio-libs,aiohttp,['< 3.10.11']
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2023-24607,Non disponible,Non disponible,Non disponible,0.003,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"Qt before 6.4.3 allows a denial of service via a crafted string when the SQL ODBC driver plugin is used and the size of SQLTCHAR is 4. The affected versions are 5.x before 5.15.13, 6.x before 6.2.8, and 6.3.x before 6.4.3.",Non disponible,Non disponible,[]
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2025-22235,7.3,HIGH,CWE-20 Improper Input Validation,0.001,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"EndpointRequest.to() creates a matcher for null/** if the actuator endpoint, for which the EndpointRequest has been created, is disabled or not exposed.

Your application may be affected by this if all the following conditions are met:

  *  You use Spring Security
  *  EndpointRequest.to() has been used in a Spring Security chain configuration
  *  The endpoint which EndpointRequest references is disabled or not exposed via web
  *  Your application handles requests to /null and this path needs protection


You are not affected if any of the following is true:

  *  You don't use Spring Security
  *  You don't use EndpointRequest.to()
  *  The endpoint which EndpointRequest.to() refers to is enabled and is exposed
  *  Your application does not handle requests to /null or this path does not need protection",Spring,Spring Boot,"['2.7.x', '3.1.x', '3.2.x', '3.3.x', '3.4.x']"
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2025-27789,6.2,MEDIUM,CWE-1333: Inefficient Regular Expression Complexity,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"Babel is a compiler for writing next generation JavaScript. When using versions of Babel prior to 7.26.10 and 8.0.0-alpha.17 to compile regular expression named capturing groups, Babel will generate a polyfill for the `.replace` method that has quadratic complexity on some specific replacement pattern strings (i.e. the second argument passed to `.replace`). Generated code is vulnerable if all the following conditions are true: Using Babel to compile regular expression named capturing groups, using the `.replace` method on a regular expression that contains named capturing groups, and the code using untrusted strings as the second argument of `.replace`. This problem has been fixed in `@babel/helpers` and `@babel/runtime` 7.26.10 and 8.0.0-alpha.17. It's likely that individual users do not directly depend on `@babel/helpers`, and instead depend on `@babel/core` (which itself depends on `@babel/helpers`). Upgrading to `@babel/core` 7.26.10 is not required, but it guarantees use of a new enough `@babel/helpers` version. Note that just updating Babel dependencies is not enough; one will also need to re-compile the code. No known workarounds are available.",babel,babel,"['< 7.26.10', '>= 8.0.0-alpha.0, < 8.0.0-alpha.17']"
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2024-57556,Non disponible,Non disponible,Non disponible,0.001,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,Cross Site Scripting vulnerability in nbubna store v.2.14.2 and before allows a remote attacker to execute arbitrary code via the store.deep.js component,Non disponible,Non disponible,[]
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2025-27363,8.1,HIGH,Out-of-bounds Write (CWE-787),0.757,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,An out of bounds write exists in FreeType versions 2.13.0 and below (newer versions of FreeType are not vulnerable) when attempting to parse font subglyph structures related to TrueType GX and variable font files. The vulnerable code assigns a signed short value to an unsigned long and then adds a static value causing it to wrap around and allocate too small of a heap buffer. The code then writes up to 6 signed long integers out of bounds relative to this buffer. This may result in arbitrary code execution. This vulnerability may have been exploited in the wild.,FreeType,FreeType,['0.0.0']
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2025-24928,7.8,HIGH,CWE-121 Stack-based Buffer Overflow,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"libxml2 before 2.12.10 and 2.13.x before 2.13.6 has a stack-based buffer overflow in xmlSnprintfElements in valid.c. To exploit this, DTD validation must occur for an untrusted document or untrusted DTD. NOTE: this is similar to CVE-2017-9047.",xmlsoft,libxml2,"['0', '2.13.0']"
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2024-50379,Non disponible,Non disponible,CWE-367 Time-of-check Time-of-use (TOCTOU) Race Condition,0.889,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"Time-of-check Time-of-use (TOCTOU) Race Condition vulnerability during JSP compilation in Apache Tomcat permits an RCE on case insensitive file systems when the default servlet is enabled for write (non-default configuration).

This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.1, from 10.1.0-M1 through 10.1.33, from 9.0.0.M1 through 9.0.97.

Users are recommended to upgrade to version 11.0.2, 10.1.34 or 9.0.98, which fixes the issue.",Apache Software Foundation,Apache Tomcat,"['11.0.0-M1', '10.1.0-M1', '9.0.0.M1']"
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2023-24056,Non disponible,Non disponible,Non disponible,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"In pkgconf through 1.9.3, variable duplication can cause unbounded string expansion due to incorrect checks in libpkgconf/tuple.c:pkgconf_tuple_parse. For example, a .pc file containing a few hundred bytes can expand to one billion bytes.",Non disponible,Non disponible,[]
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2024-38816,7.5,HIGH,Non disponible,0.928,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"Applications serving static resources through the functional web frameworks WebMvc.fn or WebFlux.fn are vulnerable to path traversal attacks. An attacker can craft malicious HTTP requests and obtain any file on the file system that is also accessible to the process in which the Spring application is running.

Specifically, an application is vulnerable when both of the following are true:

  *  the web application uses RouterFunctions to serve static resources
  *  resource handling is explicitly configured with a FileSystemResource location


However, malicious requests are blocked and rejected when any of the following is true:

  *  the  Spring Security HTTP Firewall https://docs.spring.io/spring-security/reference/servlet/exploits/firewall.html  is in use
  *  the application runs on Tomcat or Jetty",Spring,Spring,"['5.3.x', '6.0.x', '6.1.x']"
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2024-52317,Non disponible,Non disponible,Incorrect object re-cycling and re-use,0.038,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"Incorrect object re-cycling and re-use vulnerability in Apache Tomcat. Incorrect recycling of the request and response used by HTTP/2 requests 
could lead to request and/or response mix-up between users.

This issue affects Apache Tomcat: from 11.0.0-M23 through 11.0.0-M26, from 10.1.27 through 10.1.30, from 9.0.92 through 9.0.95.

Users are recommended to upgrade to version 11.0.0, 10.1.31 or 9.0.96, which fixes the issue.",Apache Software Foundation,Apache Tomcat,"['11.0.0-M23', '10.1.27', '9.0.92']"
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2024-52316,Non disponible,Non disponible,CWE-391 Unchecked Error Condition,0.005,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"Unchecked Error Condition vulnerability in Apache Tomcat. If Tomcat is configured to use a custom Jakarta Authentication (formerly JASPIC) ServerAuthContext component which may throw an exception during the authentication process without explicitly setting an HTTP status to indicate failure, the authentication may not fail, allowing the user to bypass the authentication process. There are no known Jakarta Authentication components that behave in this way.

This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.0-M26, from 10.1.0-M1 through 10.1.30, from 9.0.0-M1 through 9.0.95.

Users are recommended to upgrade to version 11.0.0, 10.1.31 or 9.0.96, which fix the issue.",Apache Software Foundation,Apache Tomcat,"['11.0.0-M1', '10.1.0-M1', '9.0.0-M1']"
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2022-3570,7.7,HIGH,Heap-based buffer overflow in libtiff,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"Multiple heap buffer overflows in tiffcrop.c utility in libtiff library Version 4.4.0 allows attacker to trigger unsafe or out of bounds memory access via crafted TIFF image file which could result into application crash, potential information disclosure or any other context-dependent impact",libtiff,libtiff,"['>=3.9.0, <=4.4.0']"
